text,category,cat_count,clean_text,clean_text_sampled,cluster
"""The Design Institute of Australia (DIA) is Australia's professional membership body for designers and design businesses. Membership in the DIA indicates your status as a qualified, experienced, ethical practicing professional.
Membership in the DIA provides you with support, networking, services and information to improve your professional practice. [...]""""The formation of the Design Institute of Australia, from its beginnings in Melbourne in 1947 as the ‘Society of Designers for Industry', to the incorporation of the ‘Industrial Design Institute of Australia’ in 1958, to its current title in 1982, is outlined [on the DIA website]. Further historical and descriptive insights are contained within the article written by Ron Rosenfeldt, one of the initial members of the first Society in 1947. Rosenfeldt's full history and DIA chronology can be found at http://www.dia.org.au/index.cfm?id=204.",Design Institute of Australia (DIA),1,design institute australia dia australia professional membership body designers design businesses membership dia indicates status qualified experienced ethical practicing professional membership dia provides support networking services information improve professional practice formation design institute australia beginnings melbourne society designers industry incorporation industrial design institute australia current title outlined dia website historical descriptive insights contained within article written ron rosenfeldt one initial members first society rosenfeldt full history dia chronology found http www dia org au index cfm id,design institute australia dia australia professional membership body designers design businesses membership dia indicates status qualified experienced ethical practicing professional membership dia provides support networking services information improve professional practice formation design institute australia beginnings melbourne society designers industry incorporation industrial design institute australia current title outlined dia website historical descriptive insights contained within article written ron rosenfeldt one initial members first society rosenfeldt full history dia chronology found http www dia org au index cfm id,2
"Imperial Slacks collective formed in 2000 in Surry Hills, Sydney.  The collective ran the Herringbone Gallery until late 2002, then it became the Imperial Slacks Gallery, located at Level 1, 111 Campbell St Surry Hills, NSW.Artists included Jessie Cacchillo, Simon Cooper, Sean Cordeiro, Claire Healy, Alex Davies, Lea Donnan, Chris Fox, Shaun Gladwell, Wade Marynowsky, Angelica Mesiti, Techa Noble, Emma Price, Michael Schiavello, Monika Tichacek, and Melody Willis.",Imperial Slacks Collective,1,imperial slacks collective formed surry hills sydney collective ran herringbone gallery late became imperial slacks gallery located level campbell st surry hills nsw artists included jessie cacchillo simon cooper sean cordeiro claire healy alex davies lea donnan chris fox shaun gladwell wade marynowsky angelica mesiti techa noble emma price michael schiavello monika tichacek melody willis,imperial slacks collective formed surry hills sydney collective ran herringbone gallery late became imperial slacks gallery located level campbell st surry hills nsw artists included jessie cacchillo simon cooper sean cordeiro claire healy alex davies lea donnan chris fox shaun gladwell wade marynowsky angelica mesiti techa noble emma price michael schiavello monika tichacek melody willis,3
" Agitate
Format: Super 8
Duration: 00:07:00
Featured in: L'eight No 4",Agitate,1,agitate format super duration featured l eight,agitate format super duration featured l eight,4
"Known only as Arnall & Jackson, they exhibited at the Melbourne International Exhibition in 1880 and the Melbourne Centennial International Exhibition in 1888-89.Possibly the proprietors of a shop, they exhibited at Melbourne International Exhibition 1880: Victoria – Class 1 – Oil Paintings – Arnall & Jackson, 44 Collins-street West, Melbourne – no.68a Illuminated border on vellum. Exhibited Melbourne Centennial International Exhibition 1888-89 Victorian Court Class 2 – various paintings, drawings etc, cat. no. 1 Illuminated Addresses.",Arnall & Jackson,1,known arnall jackson exhibited melbourne international exhibition melbourne centennial international exhibition possibly proprietors shop exhibited melbourne international exhibition victoria class oil paintings arnall jackson collins street west melbourne illuminated border vellum exhibited melbourne centennial international exhibition victorian court class various paintings drawings etc cat illuminated addresses,known arnall jackson exhibited melbourne international exhibition melbourne centennial international exhibition possibly proprietors shop exhibited melbourne international exhibition victoria class oil paintings arnall jackson collins street west melbourne illuminated border vellum exhibited melbourne centennial international exhibition victorian court class various paintings drawings etc cat illuminated addresses,5
"Fashion label established by Cathy Braid and Kirsten Ainsworth in 2003. Fabrics and patterns were handcrafted by Pakistani women.Cathy Braid and Kirsten Ainsworth grew up in NSW, and moved to north-western Pakistan in 2003.
The following year they launched Caravana, sometimes referred to as ‘a label with a conscience’. These luxury garments for the Western market derived their unique handcrafted character from the traditional skills of Pakistani women.
Braid and Ainsworth’s shared vision in establishing the Caravana label was to empower these talented women through employment. From a small start, the two worked with local organisations to set up a network of ten centres. The local environment provides strong design inspiration and each item carries the personal imprint of both designer and maker.
In 2007 Caravana works were included in the Powerhouse Museum exhibition 'Smart works: design and the handmade'.",Caravana,1,fashion label established cathy braid kirsten ainsworth fabrics patterns handcrafted pakistani women cathy braid kirsten ainsworth grew nsw moved north western pakistan following year launched caravana sometimes referred label conscience luxury garments western market derived unique handcrafted character traditional skills pakistani women braid ainsworth shared vision establishing caravana label empower talented women employment small start two worked local organisations set network ten centres local environment provides strong design inspiration item carries personal imprint designer maker caravana works included powerhouse museum exhibition smart works design handmade,fashion label established cathy braid kirsten ainsworth fabrics patterns handcrafted pakistani women cathy braid kirsten ainsworth grew nsw moved north western pakistan following year launched caravana sometimes referred label conscience luxury garments western market derived unique handcrafted character traditional skills pakistani women braid ainsworth shared vision establishing caravana label empower talented women employment small start two worked local organisations set network ten centres local environment provides strong design inspiration item carries personal imprint designer maker caravana works included powerhouse museum exhibition smart works design handmade,3
"3 Deep Design is a Melbourne based graphic design practice known for their customized and bespoke work.3 Deep Design is a Melbourne based graphic design studio, established in 1996 by Brett Phillips and David Roennfeldt. 3 Deep Design is known for their bespoke and customised work.  Its work is represented in the collection of the Powerhouse Museum, Sydney.",3 Deep Design,1,deep design melbourne based graphic design practice known customized bespoke work deep design melbourne based graphic design studio established brett phillips david roennfeldt deep design known bespoke customised work work represented collection powerhouse museum sydney,deep design melbourne based graphic design practice known customized bespoke work deep design melbourne based graphic design studio established brett phillips david roennfeldt deep design known bespoke customised work work represented collection powerhouse museum sydney,2
"Höglund Art Glass is a professional glass studio that employs traditional blowing, kiln forming and flamework techniques. It was established in Nelson, New Zealand in 1984 by Ola Höglund and Marie Simberg-Höglund, and in 2002 they opened a second studio in the Whyanbeel Valley in North Queensland.Ola Höglund and Marie Simberg-Höglund trained in Swedish glass factories, and emigrated to New Zealand in 1982. They founded Höglund Art Glass in 1984 in Nelson, NZ, and in 2002 started a second studio in far north Queensland.
In these professional glass studios, the Höglunds use traditional blowing, kiln forming and flamework techniques. They pass their skills on to apprentices and assistants, and upwards of 20 staff from Australasia, USA and Europe can be employed as glassblowers, apprentices, interns and engineers.
They make limited series one-off pieces, alongside small ranges of production work, and have set up their own specialist galleries in Melbourne, Singapore and Auckland.
Glass works created by Höglund Art Glass were included in the exhibition 'Smart works: design and the handmade' staged at the Powerhouse Museum in 2007.",Höglund Art Glass,1,h glund art glass professional glass studio employs traditional blowing kiln forming flamework techniques established nelson new zealand ola h glund marie simberg h glund opened second studio whyanbeel valley north queensland ola h glund marie simberg h glund trained swedish glass factories emigrated new zealand founded h glund art glass nelson nz started second studio far north queensland professional glass studios h glunds use traditional blowing kiln forming flamework techniques pass skills apprentices assistants upwards staff australasia usa europe employed glassblowers apprentices interns engineers make limited series one pieces alongside small ranges production work set specialist galleries melbourne singapore auckland glass works created h glund art glass included exhibition smart works design handmade staged powerhouse museum,h glund art glass professional glass studio employs traditional blowing kiln forming flamework techniques established nelson new zealand ola h glund marie simberg h glund opened second studio whyanbeel valley north queensland ola h glund marie simberg h glund trained swedish glass factories emigrated new zealand founded h glund art glass nelson nz started second studio far north queensland professional glass studios h glunds use traditional blowing kiln forming flamework techniques pass skills apprentices assistants upwards staff australasia usa europe employed glassblowers apprentices interns engineers make limited series one pieces alongside small ranges production work set specialist galleries melbourne singapore auckland glass works created h glund art glass included exhibition smart works design handmade staged powerhouse museum,2
"Selectparks is a media laboratory currently based in Melbourne Australia. Selectparks was established in 1998 by Julian Oliver and now includes key members: Chad Chatterton, Andrea Blundell and Rebecca Cannon.
Work and writing by Selectparks has featured at many symposiums and electronic art exhibitions throughout Europe and America including Siggraph2003, American Museum of the Moving Image, the Tate Modern, and the Computer Games and Digital Cultures conference in Tampere, Finland. Selectparks puts particular focus on the use of games as a platform for both producing Place, and researching how sense, memory and action collaborate toward this unique effect.
Out of a belief that games produce not only places, but new Public Places, the worlds of Selectparks develop upon traditional concepts of public by offering both new mediums and sites for exchange. This aspect of Selectparks' enquiry currently forms the basis for a research collaboration with the Interactive Institute of Sweden.",Selectparks,1,selectparks media laboratory currently based melbourne australia selectparks established julian oliver includes key members chad chatterton andrea blundell rebecca cannon work writing selectparks featured many symposiums electronic art exhibitions throughout europe america including siggraph american museum moving image tate modern computer games digital cultures conference tampere finland selectparks puts particular focus use games platform producing place researching sense memory action collaborate toward unique effect belief games produce places new public places worlds selectparks develop upon traditional concepts public offering new mediums sites exchange aspect selectparks enquiry currently forms basis research collaboration interactive institute sweden,selectparks media laboratory currently based melbourne australia selectparks established julian oliver includes key members chad chatterton andrea blundell rebecca cannon work writing selectparks featured many symposiums electronic art exhibitions throughout europe america including siggraph american museum moving image tate modern computer games digital cultures conference tampere finland selectparks puts particular focus use games platform producing place researching sense memory action collaborate toward unique effect belief games produce places new public places worlds selectparks develop upon traditional concepts public offering new mediums sites exchange aspect selectparks enquiry currently forms basis research collaboration interactive institute sweden,3
"The Hotham Street Ladies consists of five women including Cassandra Chilton, Molly O’Shaugnessy, Sarah Parkes, Caroline Price and Lyndal Walker, who collectively produce art together. Their works span across a range of mediums including street art, installations, public art, recipe books and cakes with their primary materials including icing, fondant, buttercream icing, royal icing, food colouring and gum-paste. Working collaboratively, their practice embraces themes of home life, feminism and craft in a humorous and critical manner.
Known for their provocative street art and public art commissions, as well as their unconventional entries into the Royal Melbourne Show cake competitions, the Ladies have been causing a stir on the local Melbourne art scene by pushing the boundaries and raising issues of gender and feminism through their works. Their latest and most ambitious project, At Home with the Hotham Street Ladies (2013), was exhibited in the National Gallery of Victoria foyer and consisted of two large lounge and dining rooms and a connecting hall. The corridor's floor featured a nine-metre-long hall-runner, made entirely of hardened icing in many colours as well as a full dining table of dirty dishes and food scraps- entirely constructed from icing. At Home with the Hotham Street Ladies is concerned with notions of nostalgia and themes about domesticity, consumerism and the possibilities of artistic expression. 
One of their most provocative works, You Beaut (2013), exhibited in the male toilets at the Victorian College of the Arts, features a large-scale iced vagina leading to a pool of menstrual blood. Despite it’s graphic nature, the work is surprisingly un-intimidating due to the connotations associated with the medium of icing. You Beaut, successfully pushes the boundaries existing within contemporary society and raises clear notions of gender equality and female sexuality. For the Hotham Street Ladies, icing is not only used as a material but is used conceptually. Their works provoke conversation about women and their place in society whilst appearing sweet, pretty and hardly threatening. As Sarah Parkes stated, “we try to be subversive, but everything we make tends to end up looking quite pretty.” However, their installations are heavily layered with notions of gender inequality and successfully provoke conversation regarding the conflict surrounding working women existing in contemporary society.  
In 2010 the group participated in the annual Royal Agricultural Society of Victoria, cake-decorating competition at the Royal Melbourne Show. Their cake, entitled Miss Havisham, inspired by the wedding cake in Charles Dicken’s Great Expectations, was disqualified from the Royal Melbourne Show as it was “in bad taste” and “should be pleasing to the eye.” Moldy, eaten away by vermin, and overrun by maggots, the work represents the decaying institution of marriage. Their participation in such a rigid and typically female dominated competition, proves quite interesting. On one hand it appears they are mocking the establishment and the practice, yet simultaneously their involvement communicates the ability for women to participate in such typically feminine crafts whilst proving to be provocative feminist artists. 
With their unconventional use of materials, the Hotham Street Ladies have successfully created an intriguing art practice that successfully questions the role of women in a contemporary society, the meaning of domesticity and issues regarding gender roles. Making the statement that female worth is not judged on the cleanliness of a household or whether their cakes or installations are ‘pleasing to the eye,’ their works successfully communicate that women can participate in typical domestic crafts without being subservient.",Hotham Street Ladies,1,hotham street ladies consists five women including cassandra chilton molly shaugnessy sarah parkes caroline price lyndal walker collectively produce art together works span across range mediums including street art installations public art recipe books cakes primary materials including icing fondant buttercream icing royal icing food colouring gum paste working collaboratively practice embraces themes home life feminism craft humorous critical manner known provocative street art public art commissions well unconventional entries royal melbourne show cake competitions ladies causing stir local melbourne art scene pushing boundaries raising issues gender feminism works latest ambitious project home hotham street ladies exhibited national gallery victoria foyer consisted two large lounge dining rooms connecting hall corridor floor featured nine metre long hall runner made entirely hardened icing many colours well full dining table dirty dishes food scraps entirely constructed icing home hotham street ladies concerned notions nostalgia themes domesticity consumerism possibilities artistic expression one provocative works beaut exhibited male toilets victorian college arts features large scale iced vagina leading pool menstrual blood despite graphic nature work surprisingly un intimidating due connotations associated medium icing beaut successfully pushes boundaries existing within contemporary society raises clear notions gender equality female sexuality hotham street ladies icing used material used conceptually works provoke conversation women place society whilst appearing sweet pretty hardly threatening sarah parkes stated try subversive everything make tends end looking quite pretty however installations heavily layered notions gender inequality successfully provoke conversation regarding conflict surrounding working women existing contemporary society group participated annual royal agricultural society victoria cake decorating competition royal melbourne show cake entitled miss havisham inspired wedding cake charles dicken great expectations disqualified royal melbourne show bad taste pleasing eye moldy eaten away vermin overrun maggots work represents decaying institution marriage participation rigid typically female dominated competition proves quite interesting one hand appears mocking establishment practice yet simultaneously involvement communicates ability women participate typically feminine crafts whilst proving provocative feminist artists unconventional use materials hotham street ladies successfully created intriguing art practice successfully questions role women contemporary society meaning domesticity issues regarding gender roles making statement female worth judged cleanliness household whether cakes installations pleasing eye works successfully communicate women participate typical domestic crafts without subservient,pleasing crafts iced ladies existing provoke national installations home intimidating unconventional women provocative eaten society manner contemporary quite caroline regarding pool public tends worth humorous layered melbourne questions foyer inequality sarah society paste books art threatening practice colours participate hall artistic try scene installations featured agricultural unconventional artists art icing pretty cake works buttercream connecting equality floor street show participation society hotham entitled cake icing ladies nature molly entirely possibilities features street concerned rigid conversation street street miss pushing provocative gum long successfully five consists inspired feminism including menstrual contemporary produce gender gallery royal causing contemporary dishes work crafts consumerism exhibited hotham raises cleanliness scraps beaut quite art eye icing works home materials art parkes whether stated local simultaneously practice span critical art dominated communicates statement group successfully judged bad runner eye whilst working nostalgia society arts women women shaugnessy life walker food lounge royal male used corridor well despite college material known whilst royal sweet icing show domesticity together existing appearing vagina issues hall hotham feminine role graphic metre one royal establishment regarding used hotham constructed sexuality taste leading pretty collaboratively themes including surrounding practice mediums maggots competition ambitious annual icing fondant installations embraces latest havisham gender ladies public notions surprisingly price due conversation table institution entries materials ladies made subversive colouring domestic decorating appears works participated issues looking art place cassandra end icing royal including overrun large make victoria ladies primary food typical entirely boundaries project associated melbourne women boundaries themes women notions victoria away participate works hand full toilets proving commissions craft rooms successfully disqualified however pleasing typically conflict female decaying collectively feminist work competitions ability sarah gender represents cake street heavily expectations vermin hardened icing range cakes works conceptually beaut hardly roles victorian gender nine large proves female connotations successfully within hotham moldy expression lyndal clear mocking domesticity marriage one dicken feminism recipe making chilton women competition scale household medium female two provoke notions typically blood everything yet dirty intriguing across exhibited parkes show created melbourne communicate well successfully use street dining dining working pushes involvement cake society many charles wedding great interesting subservient cakes home,5
schoenerwissen is a collaboration between Anne Pascual and Marcus Hauer.,SchoenerWissen,1,schoenerwissen collaboration anne pascual marcus hauer,schoenerwissen collaboration anne pascual marcus hauer,3
"Photographers, worked in Sydney Arcade, Sydney in 1888.photographers, Sydney Arcade, Sydney, 1888. Author Ethel Turner had portraits taken there on 2 January 1895 (Poole, p.157).
*This entry is a stub. You can help DAAO by submitting a biography.",Creelman & Co,1,photographers worked sydney arcade sydney photographers sydney arcade sydney author ethel turner portraits taken january poole p entry stub help daao submitting biography,photographers worked sydney arcade sydney photographers sydney arcade sydney author ethel turner portraits taken january poole p entry stub help daao submitting biography,3
"Commercial printers in Sydney and Melbourne, specialising in prints of Australian urban and regional landscapes.engravers and lithographers, had a printery at Sydney in the late 1840s. In 1848 they published _Panorama of Australia_ containing 12 views engraved in London, mostly after *John Skinner Prout* . On 10 June 1852, Quarrill & Co.'s 'Stock-in-trade' was auctioned at their premises in Kent Street, Sydney, including 'some of the finest presses ever brought into the colony ... with a large quantity of engraved steel and copper plates, among which there are a number of well executed views of each of the Australian colonies, engraved by English artists, after drawings by Prout'.
The Quarrills then set up in Melbourne. The firm showed several 'specimens of artistic lithography and commercial Engraving' at the 1854 Melbourne Exhibition, including _Corio Bay, Geelong_ and _Portrait of Clint the Ventriloquist_ ( *Scipio Clint* ), undoubtedly local productions. In February 1854 the _Armchair_ noted: 'we have received another packet of Melbourne sketches by E. Thomas [q.v.] lithographed by Quarrill. They are six in number, four being the most familiar spots in town, including the _Argus_ office with its crowds of news-seekers in front, and the other two Canvass-town and Sandridge [Port Melbourne]. They are all cleverly executed, the _Argus_ and Prince's Bridge being the best. The price of the whole series in an illustrated wrapper, is only five shillings, and we are glad to find that they are being extensively sold for transmission to England'.
Misspelt as 'Quarrel' in the catalogue, the firm showed a lithograph of the Melbourne Exhibition Building (also after Thomas) at the 1861 Victorian Exhibition.",E. & R. Quarrill,1,commercial printers sydney melbourne specialising prints australian urban regional landscapes engravers lithographers printery sydney late published panorama australia containing views engraved london mostly john skinner prout june quarrill co stock trade auctioned premises kent street sydney including finest presses ever brought colony large quantity engraved steel copper plates among number well executed views australian colonies engraved english artists drawings prout quarrills set melbourne firm showed several specimens artistic lithography commercial engraving melbourne exhibition including corio bay geelong portrait clint ventriloquist scipio clint undoubtedly local productions february armchair noted received another packet melbourne sketches e thomas q v lithographed quarrill six number four familiar spots town including argus office crowds news seekers front two canvass town sandridge port melbourne cleverly executed argus prince bridge best price whole series illustrated wrapper five shillings glad find extensively sold transmission england misspelt quarrel catalogue firm showed lithograph melbourne exhibition building also thomas victorian exhibition,commercial printers sydney melbourne specialising prints australian urban regional landscapes engravers lithographers printery sydney late published panorama australia containing views engraved london mostly john skinner prout june quarrill co stock trade auctioned premises kent street sydney including finest presses ever brought colony large quantity engraved steel copper plates among number well executed views australian colonies engraved english artists drawings prout quarrills set melbourne firm showed several specimens artistic lithography commercial engraving melbourne exhibition including corio bay geelong portrait clint ventriloquist scipio clint undoubtedly local productions february armchair noted received another packet melbourne sketches e thomas q v lithographed quarrill six number four familiar spots town including argus office crowds news seekers front two canvass town sandridge port melbourne cleverly executed argus prince bridge best price whole series illustrated wrapper five shillings glad find extensively sold transmission england misspelt quarrel catalogue firm showed lithograph melbourne exhibition building also thomas victorian exhibition,5
"Photographers, had a studio in Sydney in 1889-1895. An album of their photographs includes images of local Aborigines._*Globe Photographic Company*_ Photographers, had a studio in Sydney in 1889-1895. An album of photographs of views of Townsville, Queensland (NLA), presumably taken in the 1890s, includes two images relating to the local Aborigines: twelve men, women and children sitting and standing in front of a shelter, and a family of eight sitting on the ground in front of their shelter.",Globe Photographic Company,1,photographers studio sydney album photographs includes images local aborigines globe photographic company photographers studio sydney album photographs views townsville queensland nla presumably taken includes two images relating local aborigines twelve men women children sitting standing front shelter family eight sitting ground front shelter,photographers studio sydney album photographs includes images local aborigines globe photographic company photographers studio sydney album photographs views townsville queensland nla presumably taken includes two images relating local aborigines twelve men women children sitting standing front shelter family eight sitting ground front shelter,2
"J. Ratner & Co. was founded by Joseph Ratner in 1911 in Camden St, Newtown, a suburb of Sydney. Two sons Saul (1900-1980) and Harry worked for the firm as makers and designers. Some of Saul Ratner's designs are in the State Library NSW. The firm closed ca.1980.From State Library NSW records:
""J. Ratner & Co. Pty. Ltd. was begun by Joseph Ratner, grandfather of the donor, David Ratner. Joseph Ratner ""was born in Russia, lived in England & America, married an English girl, came to Australia in 1904, lived in Annandale, began firm c.1911, built factory himself."" Two of Joseph's four sons, Saul (1900-1980) (David Ratner's father), and Harry, worked for the firm. David described Saul and Joseph as a ""master craftsmen, real artists who made very fine furniture ... Did work for local churches. Also ANZ Bank, Newtown, Catholic Church, Manly, St Thomas's, Lewisham, synagogues. Grace Bros was one of their major clients. In earlier days used cedar, Queensland maple and mahogany. Later used mainly coachwood. Production stopped last year. Ratner's designed furniture in Egyptian Room of Royal Scottish Arch Temple, College St, Sydney - the temple has since been demolished, but the room was re-erected at Canterbury Rd, Petersham (c.1977)"". The firm's archives were presented to the Library following the sale of the factory and family home -- notes by Field Librarian from information supplied by donor, on ML correspondence file, 28/10/1981.""",J. Ratner & Co.,1,j ratner co founded joseph ratner camden st newtown suburb sydney two sons saul harry worked firm makers designers saul ratner designs state library nsw firm closed ca state library nsw records j ratner co pty ltd begun joseph ratner grandfather donor david ratner joseph ratner born russia lived england america married english girl came australia lived annandale began firm c built factory two joseph four sons saul david ratner father harry worked firm david described saul joseph master craftsmen real artists made fine furniture work local churches also anz bank newtown catholic church manly st thomas lewisham synagogues grace bros one major clients earlier days used cedar queensland maple mahogany later used mainly coachwood production stopped last year ratner designed furniture egyptian room royal scottish arch temple college st sydney temple since demolished room erected canterbury rd petersham c firm archives presented library following sale factory family home notes field librarian information supplied donor ml correspondence file,j ratner co founded joseph ratner camden st newtown suburb sydney two sons saul harry worked firm makers designers saul ratner designs state library nsw firm closed ca state library nsw records j ratner co pty ltd begun joseph ratner grandfather donor david ratner joseph ratner born russia lived england america married english girl came australia lived annandale began firm c built factory two joseph four sons saul david ratner father harry worked firm david described saul joseph master craftsmen real artists made fine furniture work local churches also anz bank newtown catholic church manly st thomas lewisham synagogues grace bros one major clients earlier days used cedar queensland maple mahogany later used mainly coachwood production stopped last year ratner designed furniture egyptian room royal scottish arch temple college st sydney temple since demolished room erected canterbury rd petersham c firm archives presented library following sale factory family home notes field librarian information supplied donor ml correspondence file,5
"From the Chunky Movfe website:
Founded by Artistic Director Gideon Obarzanek in 1995, Chunky Move has earned an enviable reputation for producing a distinct yet unpredictable brand of genre-defying dance performance.
Chunky Move's work constantly seeks to redefine what is or what can be contemporary dance within an ever-evolving Australian culture. The Company's work is both diverse in form and content; to date the Company has created a number of works for the stage, site specific, new-media and installation work.
Chunky Move's multi-tiered programming initiatives foster and support a strong and vibrant dance culture in its home city of Melbourne and also creates critically acclaimed and popular larger productions for touring. Recent cities toured include: Sydney, Beijing, Shanghai, Dresden, New York, Vancouver, Edinburgh and Lisbon.
In 2008 Chunky Move received Best Dance Work for Glow and Best Visual or Physical Theatre Production for Mortal Engine at the Live Performance Australia Helpmann Awards. In 2009, Mortal Engine received an Honorary Mention in the Prix Ars Electronica awards in the Hybrid Arts category.
Recent works include: Tense Dave, I Like This,  Mortal Engine, Glow,Faker, and Mix Tape.",Chunky Move,1,chunky movfe website founded artistic director gideon obarzanek chunky move earned enviable reputation producing distinct yet unpredictable brand genre defying dance performance chunky move work constantly seeks redefine contemporary dance within ever evolving australian culture company work diverse form content date company created number works stage site specific new media installation work chunky move multi tiered programming initiatives foster support strong vibrant dance culture home city melbourne also creates critically acclaimed popular larger productions touring recent cities toured include sydney beijing shanghai dresden new york vancouver edinburgh lisbon chunky move received best dance work glow best visual physical theatre production mortal engine live performance australia helpmann awards mortal engine received honorary mention prix ars electronica awards hybrid arts category recent works include tense dave like mortal engine glow faker mix tape,chunky movfe website founded artistic director gideon obarzanek chunky move earned enviable reputation producing distinct yet unpredictable brand genre defying dance performance chunky move work constantly seeks redefine contemporary dance within ever evolving australian culture company work diverse form content date company created number works stage site specific new media installation work chunky move multi tiered programming initiatives foster support strong vibrant dance culture home city melbourne also creates critically acclaimed popular larger productions touring recent cities toured include sydney beijing shanghai dresden new york vancouver edinburgh lisbon chunky move received best dance work glow best visual physical theatre production mortal engine live performance australia helpmann awards mortal engine received honorary mention prix ars electronica awards hybrid arts category recent works include tense dave like mortal engine glow faker mix tape,3
"The Society of Interior Designers of Australia began ca. 1950 in Sydney and incorporated in 1964. Some of the goals of the organisation included ethical issues, education activities and exhibitions. SIDA had chapters in Victoria and Queensland with affiliated members nation. Their archives are held by Caroline Simpson Library & Research Collection, Sydney Living Museums.Margaret Lord’s account of the founding states, “In 1950 seven interior decorators met at Marion Best’s house in [the Sydney suburb of] Woollahra to discuss the formation of a society or association which would help to raise the standard of interior design in Australia. These seven were Mary White, Don Johnson, Edmund Dykes, Don Shaw, Stuart Low and myself (Margaret Lord) and our hostess Marion Best. As a result of our talk that evening a list of possible members was made out […] and a meeting was held in the ballroom at Meriooola […] in Edgecliff Road [Bellevue Hill].” 
There is an alternative narrative to the founding of SIDA. Cecily Adams states that in 1951, she was invited by Don Johnson to join a “small group of interior decorators … to discuss the formation of a Society of Interior Designers”; they held their first meeting in Merioola, a suburban villa in Woollahra. At this time, the house was an active artists’ colony supported by the arts patron Chica Lowe.   
In 1964, the SIDA incorporated in NSW and Catriona Quinn reports that the incorporation document was signed on “… 17th July, 1964 by Mary White (President, 1963-64), Leslie Walford, Thomas (Warren) Harding, Merle du Boulay, Malcolm Forbes, Margaret Wardell (Lord), Marion Best and Barbara Campbell (Bridges).  The document sets out some of the goals of the organization including ethical issues, education activities and exhibitions. Upon incorporation, the SIDA established professional criteria for active membership requiring completion of a “…four year course of college level in design, and […] not less that two years fulltime practical experience in a recognised establishment…”. 
The Sydney-based chapter of SIDA formed the core of the Society with 91 members in 1975, including a single member in New Zealand. In 1975, the membership in Victoria was 21, with Queensland’s 16 members, Western Australia’s 4 members, South Australia’s 3 members and the Northern Territory’s single member. This is the only member listing found to date and it is reproduced in Appendix 4.
More recently, further documents associated with SIDA have come to light in a donation of the papers of Leslie Walford and as these documents are catalogued by Catriona Quinn and other scholars at the Caroline Simpson Library and Research Collection, Historic Houses Trust of NSW (HHT), more information of the evolution of the organisation may be available. Quinn has also located important SIDA documents (see above) in the Mary White Papers archive at the Powerhouse Museum, Sydney.",Society of Interior Designers of Australia,1,society interior designers australia began ca sydney incorporated goals organisation included ethical issues education activities exhibitions sida chapters victoria queensland affiliated members nation archives held caroline simpson library research collection sydney living museums margaret lord account founding states seven interior decorators met marion best house sydney suburb woollahra discuss formation society association would help raise standard interior design australia seven mary white johnson edmund dykes shaw stuart low margaret lord hostess marion best result talk evening list possible members made meeting held ballroom meriooola edgecliff road bellevue hill alternative narrative founding sida cecily adams states invited johnson join small group interior decorators discuss formation society interior designers held first meeting merioola suburban villa woollahra time house active artists colony supported arts patron chica lowe sida incorporated nsw catriona quinn reports incorporation document signed th july mary white president leslie walford thomas warren harding merle du boulay malcolm forbes margaret wardell lord marion best barbara campbell bridges document sets goals organization including ethical issues education activities exhibitions upon incorporation sida established professional criteria active membership requiring completion four year course college level design less two years fulltime practical experience recognised establishment sydney based chapter sida formed core society members including single member new zealand membership victoria queensland members western australia members south australia members northern territory single member member listing found date reproduced appendix recently documents associated sida come light donation papers leslie walford documents catalogued catriona quinn scholars caroline simpson library research collection historic houses trust nsw hht information evolution organisation may available quinn also located important sida documents see mary white papers archive powerhouse museum sydney,society interior designers australia began ca sydney incorporated goals organisation included ethical issues education activities exhibitions sida chapters victoria queensland affiliated members nation archives held caroline simpson library research collection sydney living museums margaret lord account founding states seven interior decorators met marion best house sydney suburb woollahra discuss formation society association would help raise standard interior design australia seven mary white johnson edmund dykes shaw stuart low margaret lord hostess marion best result talk evening list possible members made meeting held ballroom meriooola edgecliff road bellevue hill alternative narrative founding sida cecily adams states invited johnson join small group interior decorators discuss formation society interior designers held first meeting merioola suburban villa woollahra time house active artists colony supported arts patron chica lowe sida incorporated nsw catriona quinn reports incorporation document signed th july mary white president leslie walford thomas warren harding merle du boulay malcolm forbes margaret wardell lord marion best barbara campbell bridges document sets goals organization including ethical issues education activities exhibitions upon incorporation sida established professional criteria active membership requiring completion four year course college level design less two years fulltime practical experience recognised establishment sydney based chapter sida formed core society members including single member new zealand membership victoria queensland members western australia members south australia members northern territory single member member listing found date reproduced appendix recently documents associated sida come light donation papers leslie walford documents catalogued catriona quinn scholars caroline simpson library research collection historic houses trust nsw hht information evolution organisation may available quinn also located important sida documents see mary white papers archive powerhouse museum sydney,5
